actor_id,movie_id,role
170458,209,Prison Guard
194042,209,Jordan
205235,209,Jaromir
215545,209,Professor Horatio Smith
215609,209,Bit Part
217449,209,Zigor
218639,209,Marx
228353,209,Dr. Beckendorf
124176,219,Performer
101241,220,Himself
181901,220,Himself
35854,223,
40195,223,Ben
42013,223,Hershell
75518,223,"Bass (Davout Studio, New York"
83984,223,
89738,223,Francis Borler
144650,223,Percussion (Lyon)
159614,223,Booker
179343,223,Dale Turner
195074,223,Eddie Wayne
207873,223,"Drums (Blue Note, Davout Stud"
216508,223,Trumpet (New York)
219213,223,Ace
19059,225,Himself
188193,225,Himself
120585,227,Himself
11349,230,Charlie Rhodes
18404,230,Royce
35328,230,
55727,230,Matt Burke
66710,230,Mark Petrie
99043,230,Dud Rogers
101138,230,Father Donald Callahan
114441,230,Danny Glick
184023,230,Barlow (Final Incarnate)
186524,230,Larry Crockett
194736,230,
200362,230,Kurt Barlow
201771,230,
65769,241,The Gent
11552,245,Himself
66811,245,Himself
30582,248,Himself
40712,251,Jonge Dokter
41257,251,Baron
49915,252,Louis
132503,252,Gaston
40327,253,Antoine
48579,253,
62082,253,
119152,253,Vader van Hortense
171441,253,Nonkel Sander
116261,254,
143480,254,
192199,254,
236377,254,
157955,256,Vivien's Father
182583,256,
142658,260,Ron McKelvey
149642,260,Bishop White
82023,261,Preacher
81166,262,Chinese chef
134974,262,Tom Starks
159628,262,Wildman
1668,263,Board Member
6821,263,Gwen's Prom Date
13944,263,Kevin
16522,263,"Jonny, Age 8"
42389,263,Jon Haas
48801,263,One Big Happy Family Member
60692,263,Vince Dawkan
74942,263,Heep
138082,263,Waiter with Tray
144872,263,Murdstone
150988,263,"Nick, Age 7"
153680,263,One Big Happy Family Member
156201,263,Chairman
177588,263,Scott
188031,263,Maitre D'
200834,263,Gawayne
227248,263,TV Dad
11579,264,
46587,264,Sir Harold Pinchard
51561,264,Captain Stoddard
56060,264,Lemmy
56772,264,Dan Hardesty
74398,264,Assistant Purser
138177,264,Detective
165164,264,Hong Kong policeman
179947,264,Sailor
180598,264,Chief of Police
193623,264,Bartender on Boat
213024,264,Dock policeman
213837,264,Man
5774,270,
19949,270,
205260,270,
228774,270,
21975,275,
25209,275,
39688,275,
172800,275,
1809,276,Manservant
51537,276,Hard Muscle/Col. Warren/John 
178871,276,George St. John
193924,276,Joe Alden/Sub-editor
119016,278,Harry
13969,279,Police Officer
51453,279,Salesman #1
99985,279,Nick Wrigley
118677,279,Mr. Okun
151396,279,Girls' Father
166054,279,Salesman #2
169355,279,Bill
213605,279,John Wrigley
175921,282,Father Mouse
184772,282,Joshua Trundle
21435,284,Cowboy
66276,284,Indian
91534,284,Trapper
28737,285,Hotel Owner
33113,285,Member of the Troupe
122758,285,Member of the Troupe
72942,291,"Himself (""It's All About The "
228167,291,Bass
53749,292,Jock Dundee (This Is The Life
117773,292,The Pope (This Is The Life)
120364,292,Burr (This Is The Life)
122947,292,Moroni (This Is The Life)
153006,292,Himself (I Lost On Jeopardy)
195778,292,"Dr. Demento (Ricky), Cashier "
228167,292,"Bassist, Various"
97412,293,Secret Service Guy
195778,293,Himself
204080,293,Blind Lemon Yankovic
228167,293,Band: Bass
22916,294,Jethro Bodine (Beverly Hillbi
30298,294,Noodles MacIntosh (UHF)
45332,294,Barney Rubble/Dino
49943,294,Chocolate Stealer (Gump)
52913,294,Bob (UHF)
53749,294,Jock Dundee (This Is The Life
58481,294,Uncle Harvey (UHF)
63432,294,Band: Keyboard (Beverly Hillb
72942,294,Himself (It's All About The P
93063,294,Forrest Gump (Gump)
117773,294,The Pope (This Is The Life)
120364,294,Burr (This Is The Life)
122947,294,Moroni (This Is The Life)
134722,294,Jed Clampett (Beverly Hillbil
146966,294,Michael Faye (Headline News)
153006,294,Himself (I Lost on Jeopardy)
169238,294,Philo (UHF)
180629,294,Himself (You Don't Love Me An
195778,294,"Dr. Demento (Ricky, Headline "
228130,294,Amish Boy (Amish Paradise)
228149,294,Amish Boy (Amish Paradise)
228167,294,Himself
22916,295,Jethro Bodine (Beverly Hillbi
30298,295,Noodles MacIntosh (UHF)
45332,295,Barney Rubble/Dino
49943,295,Chocolate Stealer (Gump)
52913,295,Bob (UHF)
53749,295,Jock Dundee (This Is The Life
58481,295,Uncle Harvey (UHF)
63432,295,Band: Keyboard
93063,295,Forrest Gump (Gump)
117773,295,The Pope (This Is The Life)
120364,295,Burr (This Is The Life)
122947,295,Moroni (This Is The Life)
134722,295,Jed Clampett (Beverly Hillbil
146966,295,Michael Faye
153006,295,Himself (I Lost On Jeopardy)
169238,295,Philo (UHF)
180629,295,Himself (You Don't Love Me An
195778,295,"Dr. Demento (Ricky, Headline "
228130,295,Amish Boy (Amish Paradise)
228131,295,Amish Boy (Amish Paradise)
228149,295,Amish Boy (Amish Paradise)
228167,295,Various
27922,300,Music Hall Performer
158643,300,John Wiklton
50660,302,
150632,302,
174915,305,
193584,305,Dancer
227067,305,
38772,307,"Bugs Bunny, Daffy Duck, Elmer"
218246,307,Off-screen director
167057,308,Old Man
51138,310,Le mÃ©decin
115252,310,Le marin
51427,311,
67217,311,
102229,311,L'Ã©piciÃ¨re
137339,311,Dan
164608,311,
209372,313,
29891,315,
1058,317,Kalala Wa Kalala
124227,317,Kanga (Doc gynÃ©co)
219137,317,HervÃ©
222488,317,Paco
63607,318,Father Simon
71502,318,Bobby
158859,318,Edward
197561,318,Nathan
222713,318,Archie
46459,320,The guy jumping up to the fen
126257,320,A guy in the street
235358,320,The Guy eating the 'pain au c
107961,322,Offizier I. A.
131110,322,Herzog William der Letzte/San
150247,322,Mr. Popowitsch
169555,322,Frank B.B. Blickfeld
193702,322,Commander in Chief
205313,322,Mr. Spuck
205334,322,Berater von William
233586,322,Senator Eric
216126,325,
6251,328,Sid Hogenson
15454,328,Chauffeur
52685,328,Mason Baylor
73774,328,Carlos
92750,328,Band Member #1
101241,328,"Frank Riley, Owner Riley's Ca"
115031,328,Policeman #2 at Building
123545,328,Gus
123893,328,DeWitt
183884,328,"Lacey, Real Estate Developer"
194139,328,Policeman at Building
221645,328,Band Member #2
205688,329,
23987,331,Carl Thompson
35253,331,Ben Quinn
77940,331,
94119,331,Jim Bathgate
102911,331,
108215,331,
114740,331,Chapman
154042,331,Hy Shapiro
179523,331,
211667,331,
19088,332,Prince Paul
36764,332,"Waters, The Duke's Butler"
138060,332,Dance Floor Extra
199348,332,Gooch
214495,332,Sir George Kelvin
219848,332,Man at Party
2692,334,
28949,334,
29901,334,
55808,334,Homer Larkin
133655,334,Captain Reginald Bull
147446,334,
195905,334,Dr. Manoli
227935,334,
228566,334,Maj. Perry Rhodan
203787,335,Julek
2591,336,Mr. Vesely
85035,336,Nightclub Attendant
124631,336,Ruzicka
187292,336,Chief Physician
203836,336,Husband
210591,336,Roubicek
219887,336,Honzik
36597,337,
41906,337,Police Commissioner
79464,337,
127191,337,
140986,337,
149553,337,Professor Icardi
14230,339,
150635,339,
20197,341,SmÃ_d
33395,341,Child
58649,341,Narrator
133084,341,Big FormelÃ¡k
135987,341,Electrician
150597,341,Vendor
196291,341,Father
210744,341,Osvald
216257,341,Excentric educator the music
62409,342,Jonny
152978,342,Frantzen
11418,344,Body Builder
56493,344,No-Name Promoter
58481,344,"Myron, Big Mama's Promoter"
58600,344,Reno Timekeeper
94941,344,Doctor
115443,344,Warehouse Box Man
117395,344,"Merle LeFevre, Open-air Fair "
123674,344,Organist
139219,344,Obese Promoter
144589,344,Harry Sears
161357,344,Man with Dice
183855,344,Himself - Football Player
184134,344,Mud Wrestling Emcee
194565,344,Geisha's Doctor
195077,344,"Big John' Stanley, TTs Promot"
202115,344,Himself - TV Reporter
207608,344,Thug
213062,344,Body Builder
225690,344,Bill Dudley (Reno referee)
202511,345,Mr. Leveredge
210721,345,Sonny Taggart
228781,345,Pierre Dalmonte
12128,349,Marvin Bates
14876,349,Deputy Sheriff
17196,349,Leo Fasci
33579,349,Officer Leary
44753,349,Robert Wenke
47773,349,Avilar
61935,349,Warren Fresnell
84085,349,Carl Travers
85869,349,Ralph Agee
89729,349,Polic
103657,349,George Reisler
110882,349,Dapper Defendant
131205,349,Court Reporter
131233,349,Gallagher
155965,349,Judge Henry T. Fleming
179914,349,Elderly Man
197824,349,Larry
200921,349,Escort Officer
201541,349,Mr. Crenna
206698,349,The Other Driver
211935,349,Prison Warden
7985,350,Tootoochy
18943,350,Chen
30495,350,Dr. Douglas Pruitt
135996,350,Captain
147696,350,Sid Broomberg
157149,350,Henshaw
162729,350,Franz Kessler
210040,350,Ohn Nu
217198,350,Aide
229588,350,Governor
1107,351,Pantaley
143078,351,Grigory
169158,351,General Secretov
5937,352,Marcos
49431,352,Lalo
98650,352,Carpenter
215497,352,Bucktooth Kid
2691,353,Terry
102758,353,Peter Harmon
103721,353,Security Guard
103910,353,Det. Gary Hopkins
147199,353,
196546,353,Tom
199455,353,
232491,353,
24708,356,
107233,356,
130892,356,
176910,356,
200656,356,
15893,357,
91218,357,
133388,357,
7256,359,Special Appearance
118923,359,Bobby Oberoi
118925,359,Special Appearence
173222,359,
15762,360,
181156,360,
98168,361,Pater
202152,361,Ted
14033,362,
48423,362,Carletto
48668,362,
75737,362,Ovidio Camorra
103473,362,
147446,362,
168779,362,
50355,363,MÃ_rz
1201,364,EisverkÃ_ufer
147860,364,Anjas Freund
122968,366,
15519,369,Policeman
24839,369,Friend 'spare a dime?'
44134,369,Stranger at the bar
52347,369,Priest
80047,369,Guest at wedding
83421,369,Pizzeria boss
105648,369,MaÃ®tre Maillard
118950,369,Antoine
123472,369,Doctor Balcon
181737,369,JÃ©rÃ©mie
15805,370,
49711,370,Bartender Ozgur
51183,370,
72914,370,The Father
113150,370,Older monk
117482,370,
121072,370,Peasant injured by monks
144900,370,
150147,370,Wandering farmer
164036,370,
208581,370,Trinity
210710,371,Christian Nossmann
227294,371,
228034,371,Daniel Nossmann
235152,371,
42740,373,
22624,374,Spalanzani/Crespel/Schemil
164793,374,Hoffmann
171431,375,Cowboy
16526,376,Kameramann
67263,376,Schmal
68438,376,Vittorio
175122,376,Kollege
190936,376,
196433,376,Kameramann
236298,376,Moderator
53534,377,Miguel
86671,378,
68176,380,
117377,380,
126381,380,
143771,380,
211585,380,
13616,381,
15805,381,
24919,381,
24938,381,
48962,381,
51183,381,
71507,381,
127191,381,
159739,381,
168071,381,
187605,381,
27247,382,
49711,382,
50529,382,
56111,382,
76144,382,
198398,382,
216999,382,
9781,383,
112488,383,
146103,383,
191257,383,
236579,383,
151400,384,
220732,384,
38597,385,The Crow
46252,385,Lawson's man
50379,385,Lawson
117408,385,
150916,385,Tornado Kennedy
79535,386,Botta
119912,386,
127191,386,
160595,386,Rik
179130,386,
16321,388,
41200,388,
71810,388,
72066,388,
144900,388,
174119,388,
38847,389,
3055,390,Larry(Harry ?)
24982,390,Brent
48113,390,Roger Pratt
55010,390,
110967,390,Samuel Pratt
112869,390,
126688,390,Sirene's husband
169899,390,Billy (aka 'Tim')
216999,390,
223523,390,
169175,391,
146456,392,
149452,392,
144118,393,Fulvio Colajanni
167041,393,
188042,393,
205541,393,Ex-inspector gandolfi
9968,394,
15805,394,
42890,394,
48253,394,Joe Donnell
71957,394,
126698,394,
145214,394,
158695,394,
164036,394,
178156,394,
9480,396,Jinetero
12739,396,Chris
78595,396,ParamÃ©dico
102174,396,Pablo
112863,396,Capitan
133454,396,ParamÃ©dico
206099,396,Jefe de Cocina
226120,396,Jerry
20162,399,Latour
131008,399,Sellier
1146,400,Playroom Playmate
2898,400,Robbie Reimuller
4824,400,
12350,400,
64610,400,Bob Purdue
66228,400,Jim Peterson
69115,400,Gene Falconetti
107923,400,Priest
156367,400,Orderly
134021,401,
144966,401,Marcus L. Johanesson
162731,401,Mayor
209436,401,Jens Mattsson
230690,401,
5796,402,
36749,402,"Graf Mario Valoni, pilot"
38681,402,
138912,402,
220204,402,Baron Denhoff
67004,403,FerkÃ_ bÃ¡csi
200469,403,Traktoros
214628,403,
220978,403,Simon
132535,404,
164021,404,
181078,404,
26704,405,
12611,407,Extra
24906,407,Bob
70940,407,Host
73758,407,Extra
99512,407,Joe Diggs
134861,407,Will Rind
140931,407,Larry
153278,407,Hughes
196524,407,James Rind
212215,407,John Pinkney
187405,410,
235759,412,Arttu
236721,414,
66963,415,
107965,417,
136480,417,
16755,418,Farmer 1
64982,418,Student 1
65464,418,Daryl
88915,418,Estate agent
147696,418,Mr. Todd
157149,418,Member of Parliament
201771,418,The Salesman
218381,418,Stephen
34595,419,
181229,419,Josef PlÃ¶tzl
73140,422,
155908,422,
204660,422,
168845,425,
236032,425,Gunnar SkÃ¶nman
191872,426,Clerk
191876,426,Rune Hagberg
34188,428,Bailey
52895,428,Clark
73514,428,Robin
85864,428,Howard
94736,428,Captain
99423,428,Josh
155702,428,Dale
236784,428,Nicos
713,429,
31067,429,
35900,429,
129329,429,
129938,429,
223136,429,
13329,430,
18076,430,
133544,430,
150636,430,
185614,430,
4293,431,
50513,431,
55919,431,
74442,431,
188154,431,AntÃ_nio
43497,437,Rittmeister Ernst von Brenken
67294,437,Kolrep
106000,437,Dolinski
107029,437,
138747,437,Deutscher ulane
220287,437,PferdehÃ_ndler
41442,439,
63829,440,Jacopo
71507,440,Operaio
77091,440,Geppino
113106,440,Ciccio
126688,440,Il Biglia
162407,440,Don Colajazzi
174676,440,Giovane popolare
222347,440,Padre Robotti
62390,441,
145287,443,El Viejo
44244,444,Drunk in San Francisco
44309,444,Swedish Consul in San Francis
51756,444,Andersson
78825,444,Hallberg
160585,444,Castle Janitor
220133,444,Foreman
236032,444,Bengtsson
73443,445,"Tore, the fisher,man"
138825,445,"Adolf, lady bumpkin's son"
189390,445,"Leander, violinist"
134704,446,
137328,446,
140510,446,
11517,450,Homer
59773,450,Harrison Harley
60119,450,Jimmy Price
68227,450,Bob Braddock
76338,450,George Harley
87400,450,Barber
137818,450,Bradford Wilkes
158843,450,Ira Jackson
175397,450,The Drunk
226219,450,H.C. Tolbert
226288,450,D.J. Rankin
102873,451,First Man
140262,451,Older Man
213824,452,Pinky Pinkerton
7670,453,Nico
62376,453,Komponist
157334,453,Reklamechef
157471,453,Silvio
162337,453,Kassenrendant
16627,455,Ralf Ambach
157785,455,Manfred
204998,455,Julian
211138,455,Michael Fuhrmann
15197,456,"Alfredo, the Cuban"
128316,457,Voice
225328,457,
162337,458,
220204,458,Graf Ferdinand von Ausberg
6722,459,
73140,459,
149849,459,
22563,461,
73140,461,
136192,461,
220204,461,Berger
236299,461,
5449,462,Peter Borly
43671,462,
133699,462,
170266,462,
193725,462,Graff Balassa
169322,463,
67281,464,Georg
106000,464,Mr. Vogelreuther
184685,465,
220204,465,
136218,466,
39199,467,Kommissar
106524,467,Ferdinand
136366,467,Pfarrer
152216,467,Landarzt
155908,467,von Hausen
180367,467,Kondukteur
202311,467,Staatsanwalt
134884,468,
204027,468,Henry Fanshaw Beringer
85597,470,
200264,470,Oliver
122315,471,
160514,471,
161150,471,
202812,471,
202813,471,
79016,472,Giuseppe Verzielli
125428,472,"Dr. Fein, Strafverteidiger"
151598,472,
151660,472,Dr. Stefan Donat
161149,472,
184685,472,Hausmeister Haas
218661,472,
65318,473,
72198,473,
159438,473,
